-3.1415926535897931e+00	-1.3803244621312088e-13	-5.0611484161563062e-05
-3.1412091583928219e+00	-1.0934098056442510e-06	-5.0611484161562859e-05
-3.1408256631958502e+00	-2.1868194732549287e-06	-5.0611484161562418e-05
-3.1404421679988790e+00	-3.2802291408642512e-06	-5.0611484161562750e-05
-3.1400586728019073e+00	-4.3736388084761758e-06	-5.0611484161562920e-05
-3.1396751776049361e+00	-5.4670484760877209e-06	-5.0611484161562974e-05
-3.1392916824079649e+00	-6.5604581436987238e-06	-5.0611484161562940e-05
-3.1389081872109932e+00	-7.6538678113099437e-06	-5.0611484161562249e-05
-3.1385246920140220e+00	-8.7472774789197540e-06	-5.0611484161562310e-05
-3.1381411968170503e+00	-9.8406871465307570e-06	-5.0611484161562825e-05
-3.1377577016200791e+00	-1.0934096814142194e-05	-5.0611484161562547e-05
-3.1373742064231074e+00	-1.2027506481751679e-05	-5.0611484161562649e-05
-3.1369907112261362e+00	-1.3120916149363549e-05	-5.0611484161562777e-05
-3.1366072160291649e+00	-1.4214325816975853e-05	-5.0611484161563245e-05
-3.1362237208321933e+00	-1.5307735484585555e-05	-5.0611484161562540e-05
-3.1358402256352220e+00	-1.6401145152195691e-05	-5.0611484161562493e-05
-3.1354567304382504e+00	-1.7494554819807561e-05	-5.0611484161562757e-05
-3.1350732352412791e+00	-1.8587964487418781e-05	-5.0611484161562662e-05
-3.1346897400443079e+00	-1.9681374155029133e-05	-5.0611484161562513e-05
-3.1343062448473362e+00	-2.0774783822639920e-05	-5.0611484161562432e-05
-3.1339227496503650e+00	-2.1868193490251139e-05	-5.0611484161562134e-05
-3.1335392544533933e+00	-2.2961603157862793e-05	-5.0611484161562452e-05
-3.1331557592564221e+00	-2.4055012825472712e-05	-5.0611484161562384e-05
-3.1327722640594509e+00	-2.5148422493083931e-05	-5.0611484161562750e-05
-3.1323887688624792e+00	-2.6241832160695151e-05	-5.0611484161562561e-05
-3.1320052736655080e+00	-2.7335241828305504e-05	-5.0611484161562635e-05
-3.1316217784685363e+00	-2.8428651495916290e-05	-5.0611484161562452e-05
